,country,year,"Mortality rate, infant, female (per 1,000 live births)","Mortality rate, infant, male (per 1,000 live births)"
1846,COL,1973,56.9,69.3
1847,COL,1972,59.2,71.9
1848,COL,1971,61.4,74.3
1849,COL,1970,63.6,76.8
1850,COL,1969,65.8,79.1
1851,COL,1968,67.9,81.5
1852,COL,1967,70.0,83.8
1853,COL,1966,72.0,86.1
1854,COL,1965,74.1,88.4
1855,COL,1964,76.2,90.7
1856,COL,1963,78.5,93.2
1857,COL,1962,80.8,95.9
1858,COL,1961,83.3,98.6
1859,COL,1960,85.9,101.4
1860,BRA,2021,,
1861,BRA,2020,11.6,14.6
1862,BRA,2019,11.7,14.9
1863,BRA,2018,11.9,15.1
1864,BRA,2017,12.1,15.3
1865,BRA,2016,13.3,16.6
1866,BRA,2015,12.5,15.9
1867,BRA,2014,12.8,16.3
1868,BRA,2013,13.1,16.7
1869,BRA,2012,13.5,17.2
1870,BRA,2011,14.0,17.8
1871,BRA,2010,14.6,18.6
1872,BRA,2009,15.3,19.5
1873,BRA,2008,16.1,20.6
1874,BRA,2007,17.1,21.7
1875,BRA,2006,18.1,23.1
1876,BRA,2005,19.3,24.6
1877,BRA,2004,20.6,26.3
1878,BRA,2003,22.0,28.0
1879,BRA,2002,23.6,29.8
1880,BRA,2001,25.1,31.8
1881,BRA,2000,26.8,33.8
1882,BRA,1999,28.5,35.9
1883,BRA,1998,30.3,38.1
1884,BRA,1997,32.3,40.5
1885,BRA,1996,34.3,42.9
1886,BRA,1995,36.4,45.5
1887,BRA,1994,38.7,48.1
1888,BRA,1993,40.9,50.8
1889,BRA,1992,43.0,53.4
1890,BRA,1991,45.1,55.8
1891,BRA,1990,47.0,58.0
1892,BRA,1989,48.9,60.2
1893,BRA,1988,50.7,62.2
1894,BRA,1987,52.4,64.4
1895,BRA,1986,54.3,66.7
1896,BRA,1985,56.2,69.1
1897,BRA,1984,58.3,71.8
1898,BRA,1983,60.6,74.5
1899,BRA,1982,63.1,77.6
1900,BRA,1981,65.7,81.0
1901,BRA,1980,68.4,84.4
1902,BRA,1979,71.0,87.8
1903,BRA,1978,73.6,91.2
1904,BRA,1977,76.0,94.2
1905,BRA,1976,78.3,97.2
1906,BRA,1975,80.4,99.9
1907,BRA,1974,82.4,102.6
1908,BRA,1973,84.5,105.3
1909,BRA,1972,86.6,107.8
1910,BRA,1971,88.8,110.5
1911,BRA,1970,90.9,113.1
1912,BRA,1969,93.0,115.6
1913,BRA,1968,95.0,118.1
1914,BRA,1967,97.0,120.4
1915,BRA,1966,99.1,122.6
1916,BRA,1965,101.3,125.0
1917,BRA,1964,103.6,127.6
1918,BRA,1963,106.2,130.4
1919,BRA,1962,109.0,133.5
1920,BRA,1961,112.0,136.7
1921,BRA,1960,115.0,140.0
1922,ARG,2021,,
1923,ARG,2020,6.6,8.6
1924,ARG,2019,7.0,9.2
1925,ARG,2018,7.5,9.7
1926,ARG,2017,8.1,10.2
1927,ARG,2016,8.6,10.7
1928,ARG,2015,9.2,11.3
1929,ARG,2014,9.7,11.8
1930,ARG,2013,10.2,12.4
1931,ARG,2012,10.7,13.0
1932,ARG,2011,11.1,13.6
1933,ARG,2010,11.5,14.2
1934,ARG,2009,11.9,14.7
1935,ARG,2008,12.2,15.1
1936,ARG,2007,12.5,15.5
1937,ARG,2006,12.8,15.9
1938,ARG,2005,13.1,16.3
1939,ARG,2004,13.6,16.8
1940,ARG,2003,14.2,17.4
1941,ARG,2002,14.7,18.0
1942,ARG,2001,15.1,18.7
1943,ARG,2000,15.6,19.4
1944,ARG,1999,16.1,20.1
1945,ARG,1998,16.7,21.0
1946,ARG,1997,17.5,21.8
1947,ARG,1996,18.2,22.8
1948,ARG,1995,19.0,23.7
1949,ARG,1994,19.9,24.8
1950,ARG,1993,20.8,25.7
1951,ARG,1992,21.6,26.6
1952,ARG,1991,22.1,27.5
1953,ARG,1990,22.5,28.0
1954,ARG,1989,22.6,28.3
1955,ARG,1988,22.5,28.4
1956,ARG,1987,22.8,28.5
1957,ARG,1986,23.2,28.9
1958,ARG,1985,23.9,29.8
1959,ARG,1984,25.1,31.2
1960,ARG,1983,26.4,33.3
1961,ARG,1982,28.3,35.3
1962,ARG,1981,30.5,37.7
1963,ARG,1980,32.9,40.7
1964,ARG,1979,36.1,44.0
1965,ARG,1978,39.7,47.4
1966,ARG,1977,43.0,50.9
1967,ARG,1976,46.0,54.1
1968,ARG,1975,48.6,56.7
1969,ARG,1974,50.7,58.8
1970,ARG,1973,52.3,60.3
1971,ARG,1972,53.5,61.3
1972,ARG,1971,54.4,62.0
1973,ARG,1970,55.2,62.5
1974,ARG,1969,55.7,63.1
1975,ARG,1968,,
1976,ARG,1967,,
1977,ARG,1966,,
1978,ARG,1965,,
1979,ARG,1964,,
1980,ARG,1963,,
1981,ARG,1962,,
1982,ARG,1961,,
1983,ARG,1960,,
